Symptom1,Symptom2,Remedies_S1,Remedies_S2,Shared_Remedies,P_B_given_A,P_A_given_B
heaviness in nape muscles,trembling of knees,1,1,1,1.0,1.0
heaviness in nape muscles,urine turbid,1,1,1,1.0,1.0
heaviness in nape muscles,periodic tightness in chest,1,1,1,1.0,1.0
heaviness in nape muscles,tension in occiput,1,1,1,1.0,1.0
heaviness in nape muscles,heaviness in occiput,1,1,1,1.0,1.0
heaviness in nape muscles,spasmodic drawing pains in inguinal regions,1,1,1,1.0,1.0
heaviness in nape muscles,pain extends into stomach,1,1,1,1.0,1.0
heaviness in nape muscles,oedema mostly about ankle,1,1,1,1.0,1.0
heaviness in nape muscles,eyes red,1,1,1,1.0,1.0
heaviness in nape muscles,cramps in soles of feet,1,1,1,1.0,1.0
heaviness in nape muscles,soreness in right chest,1,1,1,1.0,1.0
heaviness in nape muscles,hip pain extends to abdomen,1,1,1,1.0,1.0
heaviness in nape muscles,sprained pain in left shoulder,1,1,1,1.0,1.0
heaviness in nape muscles,pain in chest along sternum,1,1,1,1.0,1.0
heaviness in nape muscles,yellow cheeks,1,1,1,1.0,1.0
heaviness in nape muscles,deep-seated pain in right chest,1,1,1,1.0,1.0
heaviness in nape muscles,indifferent,1,1,1,1.0,1.0
heaviness in nape muscles,veins of hands swollen,1,1,1,1.0,1.0
heaviness in nape muscles,paralytic heaviness of arms,1,1,1,1.0,1.0
heaviness in nape muscles,tension in nape muscles,1,1,1,1.0,1.0
heaviness in nape muscles,legs swollen,1,1,1,1.0,1.0
heaviness in nape muscles,thorax stitches worse on cough,1,1,1,1.0,1.0
heaviness in nape muscles,tearing pains from nape to sacrum,1,1,1,1.0,1.0
heaviness in nape muscles,drawing from sacrum to right scrobiculum,1,1,1,1.0,1.0
heaviness in nape muscles,limbs feel lame,1,1,1,1.0,1.0
heaviness in nape muscles,vertebrae soreness worse on pressure,1,1,1,1.0,1.0
heaviness in nape muscles,intellect impaired,1,1,1,1.0,1.0
heaviness in nape muscles,pain in heel as if pinched,1,1,1,1.0,1.0
heaviness in nape muscles,constrictive pressure below left clavicle,1,1,1,1.0,1.0
heaviness in nape muscles,full heavy feeling in abdomen,1,1,1,1.0,1.0
heaviness in nape muscles,urine profuse,1,1,1,1.0,1.0
heaviness in nape muscles,cutting pain in arms,1,1,1,1.0,1.0
heaviness in nape muscles,reduced freedom of arm use,1,1,1,1.0,1.0
heaviness in nape muscles,back pains worse from touch,1,1,1,1.0,1.0
heaviness in nape muscles,oppressive pain beneath right scapula,1,1,1,1.0,1.0
heaviness in nape muscles,stitches beneath right scapula,1,1,1,1.0,1.0
heaviness in nape muscles,restlessness of limbs,1,1,1,1.0,1.0
heaviness in nape muscles,pressive pain in liver region,1,1,1,1.0,1.0
heaviness in nape muscles,whites of eyes yellow,1,1,1,1.0,1.0
heaviness in nape muscles,pressive pain in left neck muscles,1,1,1,1.0,1.0
heaviness in nape muscles,rheumatic attack of arms with jaundice,1,1,1,1.0,1.0
heaviness in nape muscles,lancinating pain in heart region,1,1,1,1.0,1.0
heaviness in nape muscles,sternum pain worse on inspiration,1,1,1,1.0,1.0
heaviness in nape muscles,cutting pains in calves,1,1,1,1.0,1.0
heaviness in nape muscles,hard pressive pain below patella,1,1,1,1.0,1.0
heaviness in nape muscles,fixed pain beneath right scapula,1,1,1,1.0,1.0
heaviness in nape muscles,neck feels as if constricted by hand,1,1,1,1.0,1.0
heaviness in nape muscles,drawing pain from right shoulder to wrist,1,1,1,1.0,1.0
heaviness in nape muscles,eyes protuberant,1,1,1,1.0,1.0
heaviness in nape muscles,aching soreness in vertebrae,1,1,1,1.0,1.0
heaviness in nape muscles,pain extends into deltoid muscle,1,1,1,1.0,1.0
heaviness in nape muscles,eyes burning,1,1,1,1.0,1.0
heaviness in nape muscles,shooting pain in right hip,1,1,1,1.0,1.0
heaviness in nape muscles,violent stitches in right thorax,1,1,1,1.0,1.0
stitches in patella,deep-seated gnawing pains in bones and tendons of legs,1,1,1,1.0,1.0
stitches in patella,drawing pains in arms and hands,1,1,1,1.0,1.0
stitches in patella,neuralgic pains especially back,1,1,1,1.0,1.0
stitches in patella,stiff neck,1,1,1,1.0,1.0
stitches in patella,stinging pains in swollen finger joints,1,1,1,1.0,1.0
stitches in patella,sticking as from splinters worse by touch,1,1,1,1.0,1.0
stitches in patella,heart beat intermits every fourth beat,1,1,1,1.0,1.0
stitches in patella,pains in back extending down thighs,1,1,1,1.0,1.0
stitches in patella,rheumatic pains in left hand with a powerless feeling,1,1,1,1.0,1.0
stitches in patella,pain across buttock causing limping,1,1,1,1.0,1.0
stitches in patella,palpitation with anguish,1,1,1,1.0,1.0
stitches in patella,contraction of joints,1,1,1,1.0,1.0
stitches in patella,cracking in ankle when walking,1,1,1,1.0,1.0
stitches in patella,after the abuse of mercury,1,1,1,1.0,1.0
stitches in patella,bruised aching pain in right shoulder and arm,1,1,1,1.0,1.0
stitches in patella,sticking pain,1,1,1,1.0,1.0
stitches in patella,stitches in sacral region,1,1,1,1.0,1.0
stitches in patella,can lie only on abdomen,1,1,1,1.0,1.0
stitches in patella,cramp-like stiffness of back and body,1,1,1,1.0,1.0
stitches in patella,diseases showing marked syphilitic or scrofulous states,1,1,1,1.0,1.0
stitches in patella,drawing pain in all the limbs,1,1,1,1.0,1.0
stitches in patella,nightly pains,1,1,1,1.0,1.0
stitches in patella,painful in knees as if leg were swollen,1,1,1,1.0,1.0
stitches in patella,rheumatic pains in forearms and fingers,1,1,1,1.0,1.0
stitches in patella,redness and heat in ball of great toe,1,1,1,1.0,1.0
stitches in patella,rheumatic and arthritic pains in hip joints,1,1,1,1.0,1.0
stitches in patella,drawing pain in small of back,1,1,1,1.0,1.0
stitches in patella,inflammation of periosteum,1,1,1,1.0,1.0
stitches in patella,soreness of neck from least cold,1,1,1,1.0,1.0
stitches in patella,syphilitic nodes on shin bones,1,1,1,1.0,1.0
stitches in patella,syphilitic bone pains,1,1,1,1.0,1.0
stitches in patella,tearing pains in bones of legs worse at night,1,1,1,1.0,1.0
stitches in patella,rheumatic pains in limbs from taking cold,1,1,1,1.0,1.0
stitches in patella,rheumatic pains in legs and feet,1,1,1,1.0,1.0
stitches in patella,soreness along periosteum of tibia,1,1,1,1.0,1.0
stitches in patella,tension and pressure pain in right hip,1,1,1,1.0,1.0
stitches in patella,syphilitic rheumatism of arms and fingers,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,pain extending to thighs,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,has to walk crooked,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,pains in small of back after exposure to wet,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,tearing pains along sciatic nerve to calf,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,burning pressure in spine,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,hot flashes,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,right knee swollen,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,arthritic pains,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,pains in thighs,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,joints of wrists stiff,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,gouty pains accompanied by vomiting,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,right knee red,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,hands sweat very profusely,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,great weakness of joints,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,great sensitiveness to all impressions,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,puffy flabby make-up,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,right knee painful,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,cracking in ankle joints,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,gouty pains boring in character,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,constant dull heavy pain in sacrum,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,indicated in women at climacteric period,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,painful stitches in back if makes a misstep,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,weakness especially of the knees,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,stitches with coldness of feet,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,arthritic affections of joints,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,severe tearing pains in left thigh,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,pains extending from other parts to back,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,sticking drawing pains with coldness of feet,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,stitches in joints of arm,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,pains in small of back after exposure to cold weather,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,aching in calves,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,pain suddenly strikes when stooping,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,sticking drawing pains with coldness of knees,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,crick in back of long standing,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,congestion of blood to chest,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,pains extending to knees,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,nervous headache from abdominal plethora,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,faint sinking emptiness at pit of stomach,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,burning pressure extending across back,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,grating on motion,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,stitches in right shoulder blade,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,tearing in arms to fingers,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,stiffness of legs to hip joint,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,sudden stitch in back while lifting,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,congestive headache of a rheumatic character,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,pressing dragging pain over hips,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,stitches in back when coughing,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,tension in tendo achillis,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,worse on flexion,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,pains in hips,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,stitches with coldness of knees,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,soreness in sacral region,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,gouty pains causing patient to scream,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,pressing dragging pain over sacrum,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,constant pain down back,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,catching when stretching,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,throbbing in small of back,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,pain extending to legs,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,aching extending to knees,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,pain after exertion,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,severe pain in back across hips,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,tensive pain in metacarpal joints of fingers,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,weakness of joints,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,yellow or dirty brown blotched skin,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,right knee stiff,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,sense of bearing down in abdomen,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,aching deep as if in bones,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,gouty headache from abdominal plethora,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,pain in small of back with weakness,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,brown spots on chest,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,acute attack of rheumatism in right knee,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,constant pain between shoulders,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,pain as from dislocation in shoulder joint,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,sense of bearing down in pelvis,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,patients fear joints will not bear exertion,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,pain as of a blow of a hammer,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,bruised pain in right hip joint,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,joints of elbows stiff,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,right knee semiflexed,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,pressing in right shoulder blade,1,1,1,1.0,1.0
paralytic drawing in arms to fingers,pain in legs as if beaten,1,1,1,1.0,1.0
rigidity with pains,severe pains in loins,1,1,1,1.0,1.0
rigidity with pains,severe pains in back,1,1,1,1.0,1.0
rigidity with pains,drawing pains in joints of arms,1,1,1,1.0,1.0
rigidity with pains,severe drawing in sterno-cleidomastoid muscle,1,1,1,1.0,1.0
rigidity with pains,affects wrists,1,1,1,1.0,1.0
rigidity with pains,severe drawing in fingers,1,1,1,1.0,1.0
rigidity with pains,pain in feet,1,1,1,1.0,1.0
rigidity with pains,acrid leucorrhoea,1,1,1,1.0,1.0
rigidity with pains,sharp pain in knee joints,1,1,1,1.0,1.0
rigidity with pains,has to lift eyelids with hand,1,1,1,1.0,1.0
rigidity with pains,oppression of chest with pains,1,1,1,1.0,1.0
rigidity with pains,sensation as if uterus were congested,1,1,1,1.0,1.0
rigidity with pains,pain in toes,1,1,1,1.0,1.0
rigidity with pains,fullness in uterus,1,1,1,1.0,1.0
rigidity with pains,severe drawing in wrists,1,1,1,1.0,1.0
rigidity with pains,cutting in joints when closing hands,1,1,1,1.0,1.0
rigidity with pains,weakening leucorrhoea,1,1,1,1.0,1.0
rigidity with pains,pains remain only a short time in one place,1,1,1,1.0,1.0
rigidity with pains,very painful menses,1,1,1,1.0,1.0
rigidity with pains,knees weak when walking,1,1,1,1.0,1.0
rigidity with pains,spasmodic dysmenorrhoea,1,1,1,1.0,1.0
rigidity with pains,affects fingers,1,1,1,1.0,1.0
rigidity with pains,great heaviness of eyelids,1,1,1,1.0,1.0
rigidity with pains,associated with deranged female sexual system,1,1,1,1.0,1.0
rigidity with pains,flying pains in arms,1,1,1,1.0,1.0
rigidity with pains,rheumatic conditions of small joints,1,1,1,1.0,1.0
rigidity with pains,dull pains in lumbar region,1,1,1,1.0,1.0
rigidity with pains,menses too soon,1,1,1,1.0,1.0
rigidity with pains,fingers very stiff,1,1,1,1.0,1.0
rigidity with pains,affects ankles,1,1,1,1.0,1.0
rigidity with pains,rheumatism of finger joints,1,1,1,1.0,1.0
rigidity with pains,rheumatic conditions of pregnancy,1,1,1,1.0,1.0
rigidity with pains,pains shift to another place,1,1,1,1.0,1.0
rigidity with pains,affects toes,1,1,1,1.0,1.0
rigidity with pains,swelling of wrists,1,1,1,1.0,1.0
rigidity with pains,tension in uterus,1,1,1,1.0,1.0
rigidity with pains,rheumatism especially of small joints,1,1,1,1.0,1.0
rigidity with pains,tremulous weakness over whole body,1,1,1,1.0,1.0
rigidity with pains,drawing pains in joints of legs,1,1,1,1.0,1.0
rigidity with pains,rheumatic stiffness of nape of neck,1,1,1,1.0,1.0
rigidity with pains,pains shifting to nape of neck,1,1,1,1.0,1.0
rigidity with pains,pains shift to nape of neck,1,1,1,1.0,1.0
deep bone pains as if scraped,shooting down in front of thighs,1,1,1,1.0,1.0
deep bone pains as if scraped,severe stitching during rest,1,1,1,1.0,1.0
deep bone pains as if scraped,stitches in flesh of arms,1,1,1,1.0,1.0
deep bone pains as if scraped,stitches in flesh of thighs,1,1,1,1.0,1.0
deep bone pains as if scraped,intense pains as if inside of bones were scraped,1,1,1,1.0,1.0
deep bone pains as if scraped,intense pains in all bones,1,1,1,1.0,1.0
deep bone pains as if scraped,boring tearing in thighs,1,1,1,1.0,1.0
deep bone pains as if scraped,dryness of mouth,1,1,1,1.0,1.0
deep bone pains as if scraped,sweat on soles of feet,1,1,1,1.0,1.0
deep bone pains as if scraped,dryness of throat,1,1,1,1.0,1.0
deep bone pains as if scraped,paralytic drawing through limbs,1,1,1,1.0,1.0
deep bone pains as if scraped,pain makes her twist round,1,1,1,1.0,1.0
deep bone pains as if scraped,shooting up to scapula,1,1,1,1.0,1.0
deep bone pains as if scraped,severe stitching from motion,1,1,1,1.0,1.0
deep bone pains as if scraped,intense but transient bruised pain in various parts,1,1,1,1.0,1.0
deep bone pains as if scraped,stitches in muscles of arms,1,1,1,1.0,1.0
